timestamp,open,high,low,close,volume
2022-01-03T00:00:00,1499.7590129838327,1500.5173146361965,1489.9266585911073,1492.6044621013355,4694478
2022-01-04T00:00:00,1488.9806239779,1491.7884110251323,1485.0175034613148,1487.9599684966392,5131544
2022-01-05T00:00:00,1486.3907122407918,1496.2392736850518,1486.3030726817171,1488.6378451618737,4803639
2022-01-06T00:00:00,1484.9363917579442,1486.29953175744,1481.9717512365207,1485.664960804745,4946326
2022-01-07T00:00:00,1481.379511098719,1481.5584296613044,1475.6903605264774,1476.2194063707439,5797964
2022-01-10T00:00:00,1471.9812311322416,1480.2916440271483,1471.6672509849939,1473.9125316345546,6025113
2022-01-11T00:00:00,1469.4862394540319,1472.0675757902243,1464.3103410495426,1469.783730058251,6787452
2022-01-12T00:00:00,1468.776595795181,1477.7665956964881,1465.0915691451794,1465.9394616615857,7595175
2022-01-13T00:00:00,1469.5707992920827,1476.7679744442316,1462.8069928747293,1473.470995935837,7705074
2022-01-14T00:00:00,1470.1115425791347,1470.591656902703,1469.19168472597,1469.8981435506269,8226553
2022-01-17T00:00:00,1474.5828504569406,1476.1159684548318,1466.1007362763025,1469.7006667886296,7384595
2022-01-18T00:00:00,1473.4939498086385,1481.3426296949815,1464.7210389386744,1474.886787840333,6818456
2022-01-19T00:00:00,1475.6740870218428,1477.002387715835,1472.8947150091194,1476.613532179131,7787969
2022-01-20T00:00:00,1480.943896313918,1482.839406695301,1480.9243842135227,1481.7862796229824,7899682
2022-01-21T00:00:00,1485.7258914757476,1487.6335022327594,1483.394983302046,1484.5340858844036,8689172
2022-01-24T00:00:00,1485.3872779147753,1494.5573784901126,1481.123998251571,1483.0063097258517,8933120
2022-01-25T00:00:00,1482.7022750940737,1488.214975828631,1477.1957665016591,1480.0111679177498,8184268
2022-01-26T00:00:00,1481.4575956124581,1490.6759586949677,1474.5948473409044,1487.1090223862357,8128108
2022-01-27T00:00:00,1489.4305602800855,1496.204382778199,1480.098855728704,1487.0899217667034,7378144
2022-01-28T00:00:00,1484.6177249425662,1491.514823195083,1474.9615530701308,1476.6352729213957,6686748
2022-01-31T00:00:00,1473.3403949610306,1477.2127142463514,1473.251832768785,1476.614070200848,7512672
2022-02-01T00:00:00,1475.142219409054,1476.4385544378972,1469.6889900890808,1472.951916840212,8217911
2022-02-02T00:00:00,1468.7305108190073,1472.783447519197,1464.1713832211647,1466.730740153462,8466586
2022-02-03T00:00:00,1467.4594400988992,1471.325608153187,1465.0538322981288,1469.9715592889004,7797088
2022-02-04T00:00:00,1466.078438335719,1475.0042351964744,1459.1262143224747,1474.4848787734463,8627445
2022-02-07T00:00:00,1477.7888726951037,1480.9541307332304,1471.7839109635695,1477.574273199025,8864402
2022-02-08T00:00:00,1481.5719491509337,1485.2362707545415,1478.6297403652566,1483.3499387388413,8411267
2022-02-09T00:00:00,1482.4164040769733,1484.5276612045723,1481.83973509957,1482.6114621476454,7961362
2022-02-10T00:00:00,1484.5552714855396,1484.8142590309444,1484.54290966146,1484.78806752528,8548263
2022-02-11T00:00:00,1487.9970009859776,1491.7739940657025,1485.5672255600787,1485.6237723269826,7965356
2022-02-14T00:00:00,1482.0435040141138,1484.5758096789198,1478.091379334381,1479.9714939649207,8266129
2022-02-15T00:00:00,1475.4897092057272,1477.5216765522875,1474.3824148225199,1475.9694715956964,8268152
2022-02-16T00:00:00,1479.8155198679747,1481.36773603145,1471.8389278329646,1477.5933752205035,8084992
2022-02-17T00:00:00,1473.5366141885643,1477.7201379935088,1465.9896897758592,1469.4574321508078,8710728
2022-02-18T00:00:00,1474.116065233255,1483.22337010821,1470.0506513872467,1473.6920045152874,8503991
2022-02-21T00:00:00,1474.5091035680546,1477.4111903000787,1467.0718693447998,1473.1436242162195,9405603
2022-02-22T00:00:00,1476.154839892466,1482.6909013454977,1466.1898245395332,1478.9480495921493,8918624
2022-02-23T00:00:00,1474.5311516433355,1475.3295710520117,1468.7275669240414,1469.6631533099562,8884705
2022-02-24T00:00:00,1469.81969216243,1471.1622404189184,1462.8855035039774,1463.0559740821627,8458970
2022-02-25T00:00:00,1459.7664324333125,1461.2188320490527,1451.325844575232,1461.0445853756921,7827977
2022-02-28T00:00:00,1456.8871585703582,1461.193312562351,1454.256261761357,1456.826238424324,7998073
2022-03-01T00:00:00,1460.8940875714113,1469.0212976858527,1454.2140695187506,1463.2952973203755,8033103
2022-03-02T00:00:00,1462.068540266218,1468.029625101423,1452.2980667174263,1464.8103111325129,8976715
2022-03-03T00:00:00,1468.8739931772716,1469.2922072795218,1467.0111539925986,1467.4166992471514,8126714
2022-03-04T00:00:00,1463.257321529413,1466.699864789024,1457.958017148279,1462.4696654559134,7232599
2022-03-07T00:00:00,1465.9217394214163,1475.6830981646824,1458.3144072397713,1458.3498990507787,8071720
2022-03-08T00:00:00,1456.7167172424574,1463.5397840449316,1449.0315740467088,1460.8934776474193,7931118
2022-03-09T00:00:00,1464.875517378261,1473.188572980637,1461.9170279251719,1462.185612965374,8168619
2022-03-10T00:00:00,1460.7505437838308,1470.1503921027377,1450.8415746279538,1467.126057350511,9043317
2022-03-11T00:00:00,1465.7691280021627,1470.9193367304138,1459.8003379271715,1469.9760271501848,8999463
2022-03-14T00:00:00,1473.3205134182003,1479.2346730721645,1465.268608828852,1474.5987415182433,9785777
2022-03-15T00:00:00,1475.6125404073553,1477.600461511189,1472.870847982156,1473.1537339782878,9698985
2022-03-16T00:00:00,1475.8202735485531,1485.201639504101,1474.0853504324755,1474.8722833767088,9268892
2022-03-17T00:00:00,1474.5394189855015,1482.485212777867,1467.767667983215,1469.5145750955803,9989821
2022-03-18T00:00:00,1473.8807081637556,1478.1722483489068,1466.0014512880093,1474.6854331734432,10202813
2022-03-21T00:00:00,1471.2272879532306,1477.9363977607445,1467.4974969610928,1475.007937869051,9368470
2022-03-22T00:00:00,1476.556564909226,1478.113141367789,1470.4419612048443,1477.6953061139586,10061881
2022-03-23T00:00:00,1481.5762006073976,1489.297584566132,1481.0909418685035,1485.9993306132835,10912610
2022-03-24T00:00:00,1488.2557362339878,1493.500504196345,1481.7692330767818,1487.5377953377445,11208707
2022-03-25T00:00:00,1491.0604860497294,1495.7694163474778,1484.9449814080685,1493.78845779169,10535210
2022-03-28T00:00:00,1498.7342672941265,1501.052687588683,1498.2748392028734,1501.0468823194476,11373356
